symbol,time,close,volume,vnindex
HPG,2018-07-13,9.44,4729750,909.72
HPG,2018-07-16,9.42,3329260,911.11
HPG,2018-07-17,9.58,3378710,921.27
HPG,2018-07-18,9.87,6330670,942.39
HPG,2018-07-19,9.87,3514150,943.97
HPG,2018-07-20,9.73,4976130,933.39
HPG,2018-07-23,9.8,5595420,936.74
HPG,2018-07-24,9.39,12245700,934.08
HPG,2018-07-25,9.42,5722050,927.58
HPG,2018-07-26,9.68,8216850,930.16
HPG,2018-07-27,9.89,4810640,935.52
HPG,2018-07-30,9.83,6039970,949.73
HPG,2018-07-31,9.91,5772660,956.39
HPG,2018-08-01,9.97,6858830,952.77
HPG,2018-08-02,9.88,6073010,953.55
HPG,2018-08-03,9.63,5949600,959.6
HPG,2018-08-06,9.59,4646830,960.23
HPG,2018-08-07,9.59,4866190,956.79
HPG,2018-08-08,9.73,3433350,966.27
HPG,2018-08-09,9.69,4586550,963.5
HPG,2018-08-10,9.81,4206330,968.47
HPG,2018-08-13,10.16,11400140,978.04
HPG,2018-08-14,10.21,5313160,978.27
HPG,2018-08-15,9.95,4685310,961.37
HPG,2018-08-16,9.95,6993170,964.28
HPG,2018-08-17,10.0,3745240,968.88
HPG,2018-08-20,9.88,3542590,969.62
HPG,2018-08-21,9.95,3423060,979.21
HPG,2018-08-22,10.08,6056930,982.15
HPG,2018-08-23,10.11,3848180,987.36
HPG,2018-08-24,10.17,5677060,987.05
HPG,2018-08-27,10.33,5469600,991.92
HPG,2018-08-28,10.58,11013110,995.19
HPG,2018-08-29,10.5,6878210,988.17
HPG,2018-08-30,10.52,6445830,998.07
HPG,2018-08-31,10.6,6134410,989.54
HPG,2018-09-04,10.34,4474530,975.94
HPG,2018-09-05,10.24,4632970,968.44
HPG,2018-09-06,10.25,4485480,958.19
HPG,2018-09-07,10.53,5407420,968.9
HPG,2018-09-10,10.4,2575640,970.34
HPG,2018-09-11,10.61,6918510,985.06
HPG,2018-09-12,10.48,5608340,987.01
HPG,2018-09-13,10.54,4751230,987.95
HPG,2018-09-14,10.48,4652530,991.34
HPG,2018-09-17,10.46,2372700,987.61
HPG,2018-09-18,10.46,7281960,993.49
HPG,2018-09-19,10.52,4490210,995.54
HPG,2018-09-20,10.85,9974190,1004.74
HPG,2018-09-21,10.95,14273500,1002.97
HPG,2018-09-24,10.95,4430010,1011.29
HPG,2018-09-25,10.94,4476220,1010.74
HPG,2018-09-26,10.88,5014340,1009.61
HPG,2018-09-27,11.02,5592570,1015.37
HPG,2018-09-28,11.22,9618060,1017.13
HPG,2018-10-01,11.25,6816120,1012.88
HPG,2018-10-02,10.95,10602070,1018.79
HPG,2018-10-03,10.95,4992960,1020.4
HPG,2018-10-04,10.98,11906470,1023.62
HPG,2018-10-05,10.99,6048270,1008.39
HPG,2018-10-08,10.93,3740940,996.12
HPG,2018-10-09,10.88,3708340,996.19
HPG,2018-10-10,10.98,6742900,993.96
HPG,2018-10-11,10.58,15991110,945.89
HPG,2018-10-12,10.82,6596990,970.08
HPG,2018-10-15,10.7,4218380,951.64
HPG,2018-10-16,10.81,2908510,963.37
HPG,2018-10-17,10.88,5125430,971.6
HPG,2018-10-18,10.88,4084530,963.47
HPG,2018-10-19,10.81,4992750,958.36
HPG,2018-10-22,10.64,2565350,953.51
HPG,2018-10-23,10.48,10012340,939.68
HPG,2018-10-24,10.4,5213790,922.73
HPG,2018-10-25,10.34,7241940,910.17
HPG,2018-10-26,10.32,5147210,900.82
HPG,2018-10-29,10.3,4460930,888.82
HPG,2018-10-30,10.26,2685010,888.69
HPG,2018-10-31,10.68,4239400,914.76
HPG,2018-11-01,10.5,2241010,907.96
HPG,2018-11-02,10.61,3595700,924.86
HPG,2018-11-05,10.61,2233570,925.53
HPG,2018-11-06,10.5,1700170,922.05
HPG,2018-11-07,10.38,2813620,922.16
HPG,2018-11-08,10.32,2801350,926.28
HPG,2018-11-09,9.97,5710610,914.29
HPG,2018-11-12,9.96,2803560,918.12
HPG,2018-11-13,9.79,5403540,905.38
HPG,2018-11-14,9.5,8274360,900.93
HPG,2018-11-15,9.28,6829060,897.15
HPG,2018-11-16,9.34,2321900,898.19
HPG,2018-11-19,9.4,1664620,916.06
HPG,2018-11-20,9.68,5710000,919.02
HPG,2018-11-21,9.68,3805730,922.56
HPG,2018-11-22,9.5,2743490,924.42
HPG,2018-11-23,9.43,2056060,917.97
HPG,2018-11-26,9.44,2477200,921.03
HPG,2018-11-27,9.44,1896260,923.12
HPG,2018-11-28,9.34,4090120,930.2
HPG,2018-11-29,9.07,4059480,926.79
HPG,2018-11-30,8.81,7469210,926.54
HPG,2018-12-03,9.23,3769340,951.59
HPG,2018-12-04,9.18,4310860,958.84
HPG,2018-12-05,9.36,8092180,957.14
HPG,2018-12-06,9.18,4632240,954.82
HPG,2018-12-07,9.19,3363510,958.59
HPG,2018-12-10,8.95,5397970,955.89
HPG,2018-12-11,8.87,6978590,954.58
HPG,2018-12-12,8.91,3581530,961.28
HPG,2018-12-13,9.02,5480330,960.25
HPG,2018-12-14,8.89,3865790,952.04
HPG,2018-12-17,8.59,4480980,933.65
HPG,2018-12-18,8.25,8158460,927.25
HPG,2018-12-19,7.88,10969390,919.24
HPG,2018-12-20,7.94,6098080,918.24
HPG,2018-12-21,7.94,4460780,912.26
HPG,2018-12-24,8.09,3262070,908.56
HPG,2018-12-25,8.06,4800740,897.94
HPG,2018-12-26,8.04,3827010,891.75
HPG,2018-12-27,8.21,4873610,900.81
HPG,2018-12-28,8.21,7473800,892.54
HPG,2019-01-02,8.17,4196210,891.75
HPG,2019-01-03,7.82,6877510,878.22
HPG,2019-01-04,7.88,5841290,880.9
HPG,2019-01-07,7.78,2488920,889.64
HPG,2019-01-08,7.65,3150620,887.44
HPG,2019-01-09,7.82,1876020,896.99
HPG,2019-01-10,7.9,1783870,898.3
HPG,2019-01-11,7.78,2659370,902.71
HPG,2019-01-14,7.77,3226780,901.8
HPG,2019-01-15,7.77,2640430,909.68
HPG,2019-01-16,7.81,2981480,908.7
HPG,2019-01-17,7.67,1957850,901.89
HPG,2019-01-18,7.75,2120620,902.3
HPG,2019-01-21,7.84,1917140,911.05
HPG,2019-01-22,7.82,1665310,906.55
HPG,2019-01-23,7.97,3788700,908.18
HPG,2019-01-24,7.92,2387030,908.79
HPG,2019-01-25,7.88,1609890,908.88
HPG,2019-01-28,7.89,1711540,912.18
HPG,2019-01-29,7.88,1814550,915.93
HPG,2019-01-30,7.69,6765640,915.84
HPG,2019-01-31,7.35,7171640,910.65
HPG,2019-02-01,7.24,7100180,908.67
HPG,2019-02-11,7.67,2836470,926.1
HPG,2019-02-12,7.82,7952400,937.54
HPG,2019-02-13,8.2,11079510,945.25
HPG,2019-02-14,8.22,6455840,952.34
HPG,2019-02-15,8.38,9326200,950.89
HPG,2019-02-18,8.53,6374370,961.3
HPG,2019-02-19,8.41,5904440,964.35
HPG,2019-02-20,8.54,5878290,970.58
HPG,2019-02-21,8.67,6010110,987.57
HPG,2019-02-22,8.99,8269150,988.91
HPG,2019-02-25,9.23,11781980,994.43
HPG,2019-02-26,9.15,7383610,987.06
HPG,2019-02-27,9.12,4999180,990.27
HPG,2019-02-28,8.91,6952800,965.47
HPG,2019-03-01,9.08,4610790,979.63
HPG,2019-03-04,9.38,5020420,993.99
HPG,2019-03-05,9.3,5704900,992.45
HPG,2019-03-06,9.28,3373240,994.49
HPG,2019-03-07,9.04,4555440,994.03
HPG,2019-03-08,9.01,4654840,985.25
HPG,2019-03-11,8.97,4858680,984.6
HPG,2019-03-12,8.98,5262570,1001.32
HPG,2019-03-13,9.11,3200950,1005.41
HPG,2019-03-14,9.07,4362150,1008.44
HPG,2019-03-15,8.46,17029640,1004.12
HPG,2019-03-18,8.45,10578940,1011.86
HPG,2019-03-19,8.46,7385900,1006.59
HPG,2019-03-20,8.57,5625190,1002.3
HPG,2019-03-21,8.49,2737980,981.78
HPG,2019-03-22,8.47,4192750,988.71
HPG,2019-03-25,8.33,3736290,970.07
HPG,2019-03-26,8.38,3515960,969.79
HPG,2019-03-27,8.58,2539450,975.91
HPG,2019-03-28,8.61,2513150,982.98
HPG,2019-03-29,8.54,6534270,980.76
HPG,2019-04-01,8.47,3670350,988.53
HPG,2019-04-02,8.51,1796860,985.81
HPG,2019-04-03,8.51,3775800,984.46
HPG,2019-04-04,8.59,2765210,986.91
HPG,2019-04-05,8.62,1836710,989.26
HPG,2019-04-08,8.59,1380890,997.56
HPG,2019-04-09,8.51,2884050,988.48
HPG,2019-04-10,8.47,2207380,981.91
HPG,2019-04-11,8.47,1516930,985.95
HPG,2019-04-12,8.5,1576930,982.9
HPG,2019-04-16,8.42,1546470,977.17
HPG,2019-04-17,8.38,1860340,972.1
HPG,2019-04-18,8.3,2388910,962.3
HPG,2019-04-19,8.38,1213930,966.21
HPG,2019-04-22,8.45,1823920,965.86
HPG,2019-04-23,8.46,1685950,968.0
HPG,2019-04-24,8.85,5801340,976.92
HPG,2019-04-25,8.78,4094750,974.13
HPG,2019-04-26,8.91,2820780,979.64
HPG,2019-05-02,9.02,3807620,978.5
HPG,2019-05-03,9.06,3495970,974.14
HPG,2019-05-06,8.87,4500050,957.97
HPG,2019-05-07,8.89,2820070,957.56
HPG,2019-05-08,8.79,2812600,951.22
HPG,2019-05-09,8.73,2112430,947.01
HPG,2019-05-10,8.71,1909270,952.55
HPG,2019-05-13,8.5,3810530,958.54
HPG,2019-05-14,8.59,1820770,965.34
HPG,2019-05-15,8.59,2537170,975.64
HPG,2019-05-16,8.57,1378610,975.69
HPG,2019-05-17,8.55,1491570,976.48
HPG,2019-05-20,8.7,2216410,987.13
HPG,2019-05-21,8.73,2147580,986.29
HPG,2019-05-22,8.75,2514350,983.78
HPG,2019-05-23,8.69,2533270,982.71
HPG,2019-05-24,8.53,3667800,970.03
HPG,2019-05-27,8.54,1699260,975.14
HPG,2019-05-28,8.5,2839040,972.0
HPG,2019-05-29,8.62,1660260,971.54
HPG,2019-05-30,8.49,4194290,969.34
HPG,2019-05-31,8.51,3394280,959.88
HPG,2019-06-03,8.36,12274790,946.47
HPG,2019-06-04,8.38,3337800,951.16
HPG,2019-06-05,8.21,2988710,951.41
HPG,2019-06-06,7.83,7082600,948.21
HPG,2019-06-07,7.91,5101320,958.28
HPG,2019-06-10,7.9,6567230,962.9
HPG,2019-06-11,7.93,4409100,962.07
HPG,2019-06-12,7.97,3132550,954.17
HPG,2019-06-13,7.93,2523260,950.08
HPG,2019-06-14,7.91,2068100,953.61
HPG,2019-06-17,7.74,3644160,946.95
HPG,2019-06-18,7.95,5058220,944.01
HPG,2019-06-19,8.22,8365940,949.69
HPG,2019-06-20,8.14,4370160,959.18
HPG,2019-06-21,8.17,4429070,959.2
HPG,2019-06-24,8.05,3089270,962.85
HPG,2019-06-25,7.97,3284860,960.13
HPG,2019-06-26,7.9,1906040,959.13
HPG,2019-06-27,7.78,3756880,943.11
HPG,2019-06-28,8.1,3923340,949.94
HPG,2019-07-01,7.93,3836540,965.61
HPG,2019-07-02,7.79,4776600,961.98
HPG,2019-07-03,7.64,6315440,960.39
HPG,2019-07-04,7.69,5056190,973.04
HPG,2019-07-05,7.69,3066930,975.34
HPG,2019-07-08,7.5,7429100,966.35
HPG,2019-07-09,7.36,6316400,969.05
HPG,2019-07-10,7.36,3745990,973.65
HPG,2019-07-11,7.43,3104040,978.63
HPG,2019-07-12,7.55,3366890,975.4
HPG,2019-07-15,7.4,3902390,972.53
HPG,2019-07-16,7.45,3475800,982.11
HPG,2019-07-17,7.36,5461170,982.57
HPG,2019-07-18,7.22,8482000,976.05
HPG,2019-07-19,7.1,11182000,982.34
HPG,2019-07-22,7.16,6886080,982.04
HPG,2019-07-23,7.48,9013000,989.46
HPG,2019-07-24,7.43,3697610,988.41
HPG,2019-07-25,7.72,9473450,994.95
HPG,2019-07-26,7.78,9789570,993.35
HPG,2019-07-29,7.62,6954310,997.94
HPG,2019-07-30,7.41,6111110,986.02
HPG,2019-07-31,7.78,6538340,991.66
HPG,2019-08-01,7.79,5949030,997.39
HPG,2019-08-02,7.74,7142250,991.1
HPG,2019-08-05,7.64,6163970,973.15
HPG,2019-08-06,7.5,5651180,964.61
HPG,2019-08-07,7.62,3485020,965.93
HPG,2019-08-08,8.03,11123430,975.24
HPG,2019-08-09,7.97,3683200,974.34
HPG,2019-08-12,8.14,8127360,975.31
HPG,2019-08-13,8.09,6419220,966.83
HPG,2019-08-14,8.09,3871400,968.91
HPG,2019-08-15,8.02,6880640,979.38
HPG,2019-08-16,7.95,8856190,980.0
HPG,2019-08-19,7.95,2540900,981.03
HPG,2019-08-20,7.9,4790700,984.67
HPG,2019-08-21,8.0,4819580,994.38
HPG,2019-08-22,7.95,3314500,997.26
HPG,2019-08-23,8.07,5386570,992.45
HPG,2019-08-26,7.86,5677560,982.88
HPG,2019-08-27,7.72,8995460,976.79
HPG,2019-08-28,7.67,4335410,977.26
HPG,2019-08-29,7.64,4942140,978.59
HPG,2019-08-30,7.66,3329430,984.06
HPG,2019-09-03,7.47,5373060,979.36
HPG,2019-09-04,7.45,5849460,977.63
HPG,2019-09-05,7.48,2479020,976.79
HPG,2019-09-06,7.38,4205690,974.08
HPG,2019-09-09,7.31,3551180,974.12
HPG,2019-09-10,7.34,3449940,970.26
HPG,2019-09-11,7.6,4701010,969.31
HPG,2019-09-12,7.78,5565420,976.07
HPG,2019-09-13,7.79,4664730,987.22
HPG,2019-09-16,7.81,5400470,989.86
HPG,2019-09-17,7.83,3597090,996.74
HPG,2019-09-18,7.93,6151170,995.15
HPG,2019-09-19,7.91,3407530,997.1
HPG,2019-09-20,7.81,5099340,990.36
HPG,2019-09-23,7.59,5357440,985.75
HPG,2019-09-24,7.64,1984900,988.13
HPG,2019-09-25,7.55,3962320,987.3
HPG,2019-09-26,7.67,3332860,990.75
HPG,2019-09-27,7.64,3189980,997.84
HPG,2019-09-30,7.57,3421220,996.56
HPG,2019-10-01,7.55,4063670,999.59
HPG,2019-10-02,7.5,4362700,991.19
HPG,2019-10-03,7.43,4558270,989.67
HPG,2019-10-04,7.36,4775630,987.59
HPG,2019-10-07,7.34,3320870,983.09
HPG,2019-10-08,7.55,3977030,988.22
HPG,2019-10-09,7.55,3081260,987.83
HPG,2019-10-10,7.41,3934250,987.38
HPG,2019-10-11,7.41,4148140,991.84
HPG,2019-10-14,7.4,2957400,993.57
HPG,2019-10-15,7.36,3612960,993.05
HPG,2019-10-16,7.34,2621160,994.46
HPG,2019-10-17,7.38,4831150,989.82
HPG,2019-10-18,7.38,2289250,989.2
HPG,2019-10-21,7.31,3170430,983.56
HPG,2019-10-22,7.45,4095850,987.19
HPG,2019-10-23,7.53,6895670,987.79
HPG,2019-10-24,7.59,5143080,993.6
HPG,2019-10-25,7.52,2378380,996.57
HPG,2019-10-28,7.66,7281100,996.48
HPG,2019-10-29,7.66,5344070,995.87
HPG,2019-10-30,7.59,3066190,1000.89
HPG,2019-10-31,7.52,5768030,998.82
HPG,2019-11-01,7.55,4059500,1015.59
HPG,2019-11-04,7.5,6038610,1022.43
HPG,2019-11-05,7.55,5517760,1024.34
HPG,2019-11-06,7.59,4525660,1024.91
HPG,2019-11-07,7.83,13242680,1024.03
HPG,2019-11-08,7.83,5281950,1022.49
HPG,2019-11-11,7.86,8000180,1016.75
HPG,2019-11-12,7.93,6553550,1018.33
HPG,2019-11-13,7.81,6513310,1012.77
HPG,2019-11-14,7.81,5526590,1012.3
HPG,2019-11-15,7.81,3431350,1010.03
HPG,2019-11-18,7.9,3835760,1002.91
HPG,2019-11-19,7.86,4169110,1008.35
HPG,2019-11-20,7.72,6959150,1000.56
HPG,2019-11-21,7.59,7500750,987.89
HPG,2019-11-22,7.62,5765620,977.78
HPG,2019-11-25,7.67,4233870,976.35
HPG,2019-11-26,7.81,5487610,976.79
HPG,2019-11-27,7.79,3524960,978.17
HPG,2019-11-28,7.79,3754940,970.39
HPG,2019-11-29,7.88,6338320,970.75
HPG,2019-12-02,7.91,9096550,959.31
HPG,2019-12-03,8.09,9332060,953.43
HPG,2019-12-04,8.09,4913700,965.9
HPG,2019-12-05,7.97,5182270,963.27
HPG,2019-12-06,8.22,7127130,963.56
HPG,2019-12-09,8.34,7902140,966.06
HPG,2019-12-10,8.41,10161370,960.3
HPG,2019-12-11,8.41,5402830,961.78
HPG,2019-12-12,8.34,4152040,968.17
HPG,2019-12-13,8.21,9476390,966.18
HPG,2019-12-16,8.19,5120410,961.47
HPG,2019-12-17,7.98,9866630,954.03
HPG,2019-12-18,7.78,7586700,951.13
HPG,2019-12-19,7.86,5752800,952.26
HPG,2019-12-20,7.93,5415140,956.41
HPG,2019-12-23,7.95,4009100,959.43
HPG,2019-12-24,8.0,3219640,958.88
HPG,2019-12-25,7.98,2378750,960.92
HPG,2019-12-26,7.93,3007690,958.59
HPG,2019-12-27,8.12,4181570,963.51
HPG,2019-12-30,8.16,2937980,965.03
HPG,2019-12-31,8.1,2876730,960.99
HPG,2020-01-02,8.28,4232230,966.67
HPG,2020-01-03,8.33,7832210,965.14
HPG,2020-01-06,8.28,5371060,955.79
HPG,2020-01-07,8.17,4871220,958.88
HPG,2020-01-08,8.09,6421130,948.98
HPG,2020-01-09,8.28,4613440,960.15
HPG,2020-01-10,8.34,10006180,968.54
HPG,2020-01-13,8.36,4456520,965.84
HPG,2020-01-14,8.62,9565300,967.0
HPG,2020-01-15,8.67,5881520,967.56
HPG,2020-01-16,8.72,6855030,974.31
HPG,2020-01-17,8.62,6329150,978.96
HPG,2020-01-20,8.79,5711790,978.63
HPG,2020-01-21,8.91,5911660,986.37
HPG,2020-01-22,9.07,8919900,991.46
HPG,2020-01-30,8.72,13028790,959.58
HPG,2020-01-31,8.31,10994970,936.62
HPG,2020-02-03,8.47,12079180,928.14
HPG,2020-02-04,8.48,8086090,929.09
HPG,2020-02-05,8.43,6938550,925.91
HPG,2020-02-06,8.69,9214150,938.54
HPG,2020-02-07,8.4,8120240,940.75
HPG,2020-02-10,8.4,4794830,930.73
HPG,2020-02-11,8.14,12551620,934.67
HPG,2020-02-12,8.21,9581940,937.68
HPG,2020-02-13,8.17,5263180,938.24
HPG,2020-02-14,8.17,5052290,937.45
HPG,2020-02-17,8.19,2716840,934.77
HPG,2020-02-18,8.03,7456030,927.93
HPG,2020-02-19,8.02,5481650,928.76
HPG,2020-02-20,8.19,5225250,938.13
HPG,2020-02-21,8.12,4513960,933.09
HPG,2020-02-24,7.83,12938030,903.34
HPG,2020-02-25,7.97,5303830,909.67
HPG,2020-02-26,7.84,4502880,895.97
HPG,2020-02-27,7.91,3318240,898.44
HPG,2020-02-28,7.71,6583970,882.19
HPG,2020-03-02,7.69,3957540,884.43
HPG,2020-03-03,7.69,4411940,890.61
HPG,2020-03-04,7.71,2946050,889.37
HPG,2020-03-05,7.71,2594810,893.31
HPG,2020-03-06,7.72,3035470,891.44
HPG,2020-03-09,7.19,16567350,835.49
HPG,2020-03-10,7.47,8137980,837.5
HPG,2020-03-11,7.09,8527920,811.35
HPG,2020-03-12,6.64,13041040,769.25
HPG,2020-03-13,6.57,12836580,761.78
HPG,2020-03-16,6.59,9283920,747.86
HPG,2020-03-17,6.62,6053400,745.78
HPG,2020-03-18,6.79,10396530,747.66
HPG,2020-03-19,6.6,7773200,725.94
HPG,2020-03-20,6.41,13401260,709.73
HPG,2020-03-23,5.97,12947170,666.59
HPG,2020-03-24,5.9,13831390,659.21
HPG,2020-03-25,6.14,7758210,690.25
HPG,2020-03-26,5.84,8514960,694.21
HPG,2020-03-27,5.59,13442640,696.06
HPG,2020-03-30,5.64,10870540,662.26
HPG,2020-03-31,5.81,11163440,662.53
HPG,2020-04-01,5.95,4859650,680.23
HPG,2020-04-03,6.09,6503290,701.8
HPG,2020-04-06,6.5,10207240,736.75
HPG,2020-04-07,6.55,7655220,746.69
HPG,2020-04-08,6.45,5106690,748.02
HPG,2020-04-09,6.4,7134720,760.33
HPG,2020-04-10,6.48,5558450,757.94
HPG,2020-04-13,6.67,9039420,765.79
HPG,2020-04-14,6.88,8744760,767.41
HPG,2020-04-15,6.93,5960450,777.22
HPG,2020-04-16,6.98,6665670,780.7
HPG,2020-04-17,7.14,8818780,789.6
HPG,2020-04-20,7.31,9422860,794.97
HPG,2020-04-21,6.97,11934810,766.84
HPG,2020-04-22,7.17,11038450,768.92
HPG,2020-04-23,7.45,8345940,773.91
HPG,2020-04-24,7.62,8301090,776.66
HPG,2020-04-27,7.57,6636160,770.77
HPG,2020-04-28,7.38,7687010,767.21
HPG,2020-04-29,7.41,7447050,769.11
HPG,2020-05-04,7.24,4834580,762.47
HPG,2020-05-05,7.38,5894530,764.16
HPG,2020-05-06,7.66,7620940,782.59
HPG,2020-05-07,8.14,14733250,796.54
HPG,2020-05-08,8.07,12484610,813.73
HPG,2020-05-11,8.26,7220240,828.33
HPG,2020-05-12,8.16,10527620,835.32
HPG,2020-05-13,8.31,9608210,834.21
HPG,2020-05-14,8.26,6517150,832.4
HPG,2020-05-15,8.1,7931980,827.03
HPG,2020-05-18,8.66,13491620,837.01
HPG,2020-05-19,9.02,18842950,845.92
HPG,2020-05-20,9.12,11584470,852.91
HPG,2020-05-21,9.14,11213810,862.73
HPG,2020-05-22,9.4,16252810,852.74
HPG,2020-05-25,9.41,11168880,859.04
HPG,2020-05-26,9.79,11503490,869.13
HPG,2020-05-27,9.38,19779140,857.48
HPG,2020-05-28,9.38,14486370,861.39
HPG,2020-05-29,9.45,12580390,864.47
HPG,2020-06-01,9.53,8022890,878.67
HPG,2020-06-02,9.33,11489000,874.8
HPG,2020-06-03,9.29,12018120,881.17
HPG,2020-06-04,9.17,13488200,883.9
HPG,2020-06-05,9.33,13532060,886.22
HPG,2020-06-08,9.55,17144920,899.92
HPG,2020-06-09,9.34,18693450,899.43
HPG,2020-06-10,9.31,9871400,900.0
HPG,2020-06-11,8.79,22873160,867.37
HPG,2020-06-12,9.14,18881260,863.52
HPG,2020-06-15,8.76,11332840,832.47
HPG,2020-06-16,9.03,9024610,856.13
HPG,2020-06-17,9.05,7066110,854.44
HPG,2020-06-18,9.24,9055090,855.27
HPG,2020-06-19,9.43,10532760,868.56
HPG,2020-06-22,9.41,9729970,871.28
HPG,2020-06-23,9.31,11382760,868.2
HPG,2020-06-24,9.31,6516760,859.71
HPG,2020-06-25,9.41,24410040,854.59
HPG,2020-06-26,9.38,9363870,851.98
HPG,2020-06-29,9.19,12378070,829.36
HPG,2020-06-30,9.24,14826230,825.11
HPG,2020-07-01,9.45,10843030,843.49
HPG,2020-07-02,9.52,13000820,842.38
HPG,2020-07-03,9.48,8111500,847.61
HPG,2020-07-06,9.52,9764620,861.16
HPG,2020-07-07,9.78,28048770,863.42
HPG,2020-07-08,9.67,9155900,864.5
HPG,2020-07-09,9.71,7588480,876.46
HPG,2020-07-10,9.57,14457460,871.21
HPG,2020-07-13,9.53,14702360,868.72
HPG,2020-07-14,9.62,5757320,868.11
HPG,2020-07-15,9.67,6561150,869.91
HPG,2020-07-16,9.86,17916710,876.83
HPG,2020-07-17,9.84,6759400,872.02
HPG,2020-07-20,9.66,11602590,861.4
HPG,2020-07-21,9.69,11724470,861.69
HPG,2020-07-22,9.69,7461530,855.08
HPG,2020-07-23,9.72,10177170,856.75
HPG,2020-07-24,9.26,21288480,829.16
HPG,2020-07-27,8.95,18389440,785.17
HPG,2020-07-28,9.43,14119250,813.36
HPG,2020-07-29,9.17,18544880,790.84
HPG,2020-07-30,9.32,11357060,801.13
HPG,2020-07-31,9.15,7656240,798.39
HPG,2020-08-03,9.65,16896050,814.65
HPG,2020-08-04,9.69,11086090,827.57
HPG,2020-08-05,10.16,25912970,837.8
HPG,2020-08-06,10.14,13744810,840.04
HPG,2020-08-07,10.2,12162410,841.46
HPG,2020-08-10,10.24,14144220,843.2
HPG,2020-08-11,10.22,9675910,843.08
HPG,2020-08-12,10.24,8827420,846.92
HPG,2020-08-13,10.33,7562850,855.05
HPG,2020-08-14,10.16,15356070,850.74
HPG,2020-08-17,10.24,8428450,850.15
HPG,2020-08-18,10.18,5130610,846.43
HPG,2020-08-19,10.22,9266940,851.21
HPG,2020-08-20,10.16,9685120,848.21
HPG,2020-08-21,10.26,8930990,854.78
HPG,2020-08-24,10.45,13933710,868.68
HPG,2020-08-25,10.35,10722520,874.12
HPG,2020-08-26,10.2,16327190,873.47
HPG,2020-08-27,10.24,8801320,874.71
HPG,2020-08-28,10.24,11603550,878.98
HPG,2020-08-31,10.35,13334160,881.65
HPG,2020-09-01,10.45,16754410,891.73
HPG,2020-09-03,10.54,14553930,903.97
HPG,2020-09-04,10.52,18820560,901.54
HPG,2020-09-07,10.33,14336100,888.25
HPG,2020-09-08,10.39,12260110,890.14
HPG,2020-09-09,10.33,19632380,889.32
HPG,2020-09-10,10.35,12106250,888.82
HPG,2020-09-11,10.31,11672440,888.97
HPG,2020-09-14,10.37,12723310,894.57
HPG,2020-09-15,10.41,8859250,896.26
HPG,2020-09-16,10.41,6887240,897.47
HPG,2020-09-17,10.71,26759480,894.04
HPG,2020-09-18,10.83,12475700,900.95
HPG,2020-09-21,10.83,11631470,907.94
HPG,2020-09-22,10.77,15285880,906.19
HPG,2020-09-23,10.87,12589480,912.5
HPG,2020-09-24,10.81,12435190,908.58
HPG,2020-09-25,10.85,10094210,908.27
HPG,2020-09-28,11.13,17573130,912.5
HPG,2020-09-29,11.11,18456820,903.98
HPG,2020-09-30,11.13,12985480,905.21
HPG,2020-10-01,11.38,17161730,914.09
HPG,2020-10-02,11.25,20213120,909.91
HPG,2020-10-05,11.53,12791350,914.68
HPG,2020-10-06,11.91,23609700,915.67
HPG,2020-10-07,11.72,14752610,919.72
HPG,2020-10-08,11.84,18239670,918.84
HPG,2020-10-09,12.01,9464850,924.0
HPG,2020-10-12,11.91,12258740,925.83
HPG,2020-10-13,11.8,10665790,929.86
HPG,2020-10-14,11.95,14240330,940.18
HPG,2020-10-15,12.24,30525160,942.76
HPG,2020-10-16,12.27,17319070,943.3
HPG,2020-10-19,12.18,10939140,943.69
HPG,2020-10-20,12.37,13319200,944.42
HPG,2020-10-21,12.27,10669590,939.03
HPG,2020-10-22,12.48,13072020,949.9
HPG,2020-10-23,13.02,29534980,961.26
HPG,2020-10-26,12.98,20357350,950.8
HPG,2020-10-27,13.24,25281540,946.47
HPG,2020-10-28,12.81,25663180,921.05
HPG,2020-10-29,12.9,20778840,919.08
HPG,2020-10-30,12.88,19039190,925.47
HPG,2020-11-02,12.9,10385290,933.68
HPG,2020-11-03,12.94,17521020,935.41
HPG,2020-11-04,12.92,18293400,939.76
HPG,2020-11-05,12.75,11598310,937.75
HPG,2020-11-06,12.81,13410500,938.29
HPG,2020-11-09,13.28,18314360,951.99
HPG,2020-11-10,13.19,20645160,951.9
HPG,2020-11-11,13.19,14564290,952.22
HPG,2020-11-12,13.26,9803730,959.28
HPG,2020-11-13,13.47,12161630,966.29
HPG,2020-11-16,13.59,25538500,950.79
HPG,2020-11-17,14.06,16228900,968.9
HPG,2020-11-18,14.58,22115200,973.53
HPG,2020-11-19,14.84,26533130,983.26
HPG,2020-11-20,15.05,18141040,990.0
HPG,2020-11-23,15.81,23681540,994.19
HPG,2020-11-24,15.81,48936510,995.76
HPG,2020-11-25,15.01,55697460,999.94
HPG,2020-11-26,14.79,33163400,1005.97
HPG,2020-11-27,15.28,16027210,1010.22
HPG,2020-11-30,14.96,17459270,1003.08
HPG,2020-12-01,15.01,21802760,1008.87
HPG,2020-12-02,14.88,14643640,1014.32
HPG,2020-12-03,15.53,22511210,1019.8
HPG,2020-12-04,15.57,17767110,1021.49
HPG,2020-12-07,16.1,24400300,1029.98
HPG,2020-12-08,16.19,20333880,1029.26
HPG,2020-12-09,16.23,15264400,1039.13
