symbol,time,close,volume,vnindex
ACB,2017-08-01,4.58,1566838,786.81
ACB,2017-08-02,4.58,1578560,786.23
ACB,2017-08-03,4.56,936752,788.49
ACB,2017-08-04,4.53,1200627,788.68
ACB,2017-08-07,4.56,1478734,792.98
ACB,2017-08-08,4.56,382940,791.57
ACB,2017-08-09,4.49,1649412,773.66
ACB,2017-08-10,4.46,1139760,773.43
ACB,2017-08-11,4.46,774623,772.08
ACB,2017-08-14,4.51,657975,776.17
ACB,2017-08-15,4.53,799795,771.06
ACB,2017-08-16,4.55,487273,773.57
ACB,2017-08-17,4.49,553039,767.59
ACB,2017-08-18,4.51,1175485,768.97
ACB,2017-08-21,4.6,4413094,768.79
ACB,2017-08-22,4.6,986115,761.26
ACB,2017-08-23,4.63,740021,765.98
ACB,2017-08-24,4.81,7254759,769.77
ACB,2017-08-25,4.84,2024567,771.63
ACB,2017-08-28,5.0,2649215,777.26
ACB,2017-08-29,5.02,4269159,774.03
ACB,2017-08-30,5.0,1653058,778.65
ACB,2017-08-31,5.04,2318417,782.76
ACB,2017-09-01,5.02,709220,788.73
ACB,2017-09-05,5.09,990815,792.31
ACB,2017-09-06,5.07,626895,793.55
ACB,2017-09-07,5.02,1174302,796.72
ACB,2017-09-08,4.93,1334473,801.2
ACB,2017-09-11,4.83,2132362,797.47
ACB,2017-09-12,4.88,1235103,799.94
ACB,2017-09-13,4.98,677371,802.78
ACB,2017-09-14,4.95,1994968,806.32
ACB,2017-09-15,4.93,1606884,805.82
ACB,2017-09-18,4.95,1222983,807.87
ACB,2017-09-19,4.93,1331569,805.93
ACB,2017-09-20,4.93,882705,805.86
ACB,2017-09-21,4.98,1389322,803.93
ACB,2017-09-22,5.12,3958618,807.13
ACB,2017-09-25,5.28,3381864,805.58
ACB,2017-09-26,5.37,2766949,805.35
ACB,2017-09-27,5.28,1153295,803.77
ACB,2017-09-28,5.32,1223493,804.82
ACB,2017-09-29,5.37,920886,804.42
ACB,2017-10-02,5.33,755459,802.23
ACB,2017-10-03,5.32,1368746,798.0
ACB,2017-10-04,5.42,1937080,805.66
ACB,2017-10-05,5.35,3049742,805.23
ACB,2017-10-06,5.49,2764427,807.8
ACB,2017-10-09,5.6,3064014,808.96
ACB,2017-10-10,5.6,1666381,810.65
ACB,2017-10-11,5.62,1813951,813.95
ACB,2017-10-12,5.58,1384961,815.87
ACB,2017-10-13,5.69,1752064,820.95
ACB,2017-10-16,5.74,1321717,819.43
ACB,2017-10-17,5.76,953781,828.29
ACB,2017-10-18,5.77,2272988,827.72
ACB,2017-10-19,5.69,1941687,828.93
ACB,2017-10-20,5.56,2328487,826.84
ACB,2017-10-23,5.39,2601188,820.04
ACB,2017-10-24,5.46,2602005,825.24
ACB,2017-10-25,5.6,1101897,830.69
ACB,2017-10-26,5.53,1924655,830.11
ACB,2017-10-27,5.6,909500,840.37
ACB,2017-10-30,5.49,1998813,845.2
ACB,2017-10-31,5.37,2365341,837.28
ACB,2017-11-01,5.39,954826,842.71
ACB,2017-11-02,5.23,3243328,833.09
ACB,2017-11-03,5.33,2147564,843.73
ACB,2017-11-06,5.41,798248,849.09
ACB,2017-11-07,5.41,1229311,850.33
ACB,2017-11-08,5.51,1340921,859.7
ACB,2017-11-09,5.53,1171786,860.4
ACB,2017-11-10,5.62,2280926,868.21
ACB,2017-11-13,5.58,1861000,879.34
ACB,2017-11-14,5.65,1848620,880.9
ACB,2017-11-15,5.7,1475303,882.59
ACB,2017-11-16,5.81,4200524,892.8
ACB,2017-11-17,5.81,2288362,890.69
ACB,2017-11-20,5.76,1424314,903.55
ACB,2017-11-21,5.76,2009143,918.3
ACB,2017-11-22,5.95,2907841,932.66
ACB,2017-11-23,5.97,2520785,933.7
ACB,2017-11-24,5.98,1537052,935.57
ACB,2017-11-27,6.0,1772248,938.61
ACB,2017-11-28,5.97,1486928,941.21
ACB,2017-11-29,6.05,1466786,952.14
ACB,2017-11-30,6.12,3947759,949.93
ACB,2017-12-01,6.18,2204688,960.33
ACB,2017-12-04,6.41,2828261,970.02
ACB,2017-12-05,6.14,2451061,953.3
ACB,2017-12-06,6.12,2935533,947.64
ACB,2017-12-07,6.35,2485591,938.65
ACB,2017-12-08,6.32,1018775,940.16
ACB,2017-12-11,6.21,2361314,917.45
ACB,2017-12-12,6.07,6629673,927.25
ACB,2017-12-13,5.93,1608497,924.4
ACB,2017-12-14,6.0,1835286,935.85
ACB,2017-12-15,6.0,1141285,935.16
ACB,2017-12-18,6.16,1869613,958.06
ACB,2017-12-19,6.11,1988171,951.42
ACB,2017-12-20,6.11,4205447,953.51
ACB,2017-12-21,6.09,4333480,946.06
ACB,2017-12-22,6.07,2073496,952.32
ACB,2017-12-25,6.05,3242655,958.31
ACB,2017-12-26,6.09,4904103,965.93
ACB,2017-12-27,6.41,6668024,968.46
ACB,2017-12-28,6.46,5694848,976.72
ACB,2017-12-29,6.48,4466849,984.24
ACB,2018-01-02,6.81,3657426,995.77
ACB,2018-01-03,6.79,5056543,1005.67
ACB,2018-01-04,6.81,6365641,1019.75
ACB,2018-01-05,6.81,6453452,1012.65
ACB,2018-01-08,7.04,3879771,1022.9
ACB,2018-01-09,7.07,4745410,1033.56
ACB,2018-01-10,6.98,4638024,1038.11
ACB,2018-01-11,7.02,4924236,1048.17
ACB,2018-01-12,6.86,7568499,1050.11
ACB,2018-01-15,6.84,3366618,1063.47
ACB,2018-01-16,6.81,3387031,1062.96
ACB,2018-01-17,6.84,4081715,1034.69
ACB,2018-01-18,6.93,3733257,1050.25
ACB,2018-01-19,6.93,4677507,1062.07
ACB,2018-01-22,7.05,4545380,1087.42
ACB,2018-01-23,7.27,7923102,1087.42
ACB,2018-01-25,7.34,8429425,1104.57
ACB,2018-01-26,7.39,4970555,1115.64
ACB,2018-01-29,7.37,4937869,1109.8
ACB,2018-01-30,7.3,3927399,1110.56
ACB,2018-01-31,7.32,6436073,1110.36
ACB,2018-02-01,7.2,6434280,1099.67
ACB,2018-02-02,7.28,3810505,1105.04
ACB,2018-02-05,7.02,5066909,1048.71
ACB,2018-02-06,6.83,7329750,1011.6
ACB,2018-02-07,7.14,2625378,1040.55
ACB,2018-02-08,6.93,2011871,1023.25
ACB,2018-02-09,7.0,3861562,1003.94
ACB,2018-02-12,7.37,2149455,1041.79
ACB,2018-02-13,7.67,5453039,1059.73
ACB,2018-02-21,7.81,3300915,1087.15
ACB,2018-02-22,7.76,3505413,1076.03
ACB,2018-02-23,7.84,4133818,1102.85
ACB,2018-02-26,7.95,10048941,1114.53
ACB,2018-02-27,8.14,4107205,1119.61
ACB,2018-02-28,8.25,4274179,1121.54
ACB,2018-03-01,8.07,5379316,1115.79
ACB,2018-03-02,8.16,5264337,1121.21
ACB,2018-03-05,7.72,6171135,1093.48
ACB,2018-03-06,8.06,4279645,1120.29
ACB,2018-03-07,7.93,5017215,1112.26
ACB,2018-03-08,7.95,4041111,1124.15
ACB,2018-03-09,8.21,4829484,1123.41
ACB,2018-03-12,8.53,4944538,1126.29
ACB,2018-03-13,8.63,3683159,1133.31
ACB,2018-03-14,8.63,2974601,1138.09
ACB,2018-03-15,8.67,4032484,1138.76
ACB,2018-03-16,8.84,4163554,1150.19
ACB,2018-03-19,9.07,4889388,1159.22
ACB,2018-03-20,9.34,4552573,1159.39
ACB,2018-03-21,9.25,6287554,1169.36
ACB,2018-03-22,9.07,5892543,1172.36
ACB,2018-03-23,8.88,6436238,1153.59
ACB,2018-03-26,9.13,2814607,1171.22
ACB,2018-03-27,9.17,3305080,1171.73
ACB,2018-03-28,9.05,2276552,1172.24
ACB,2018-03-29,9.0,2039780,1167.03
ACB,2018-03-30,9.01,2092042,1174.46
ACB,2018-04-02,9.5,4372662,1196.61
ACB,2018-04-03,9.46,3577394,1188.29
ACB,2018-04-04,9.48,3555414,1191.54
ACB,2018-04-05,9.61,3934100,1193.17
ACB,2018-04-06,9.83,5500996,1199.96
ACB,2018-04-09,9.86,3474752,1204.33
ACB,2018-04-10,9.75,4550311,1198.12
ACB,2018-04-11,9.42,6377260,1167.11
ACB,2018-04-12,9.63,3604332,1173.02
ACB,2018-04-13,9.36,3102131,1157.14
ACB,2018-04-16,9.38,2787061,1148.49
ACB,2018-04-17,9.56,3122300,1153.28
ACB,2018-04-18,9.44,3237045,1138.53
ACB,2018-04-19,9.21,4945285,1094.63
ACB,2018-04-20,9.29,3450025,1119.86
ACB,2018-04-23,8.59,8144218,1076.78
ACB,2018-04-24,8.57,3660608,1080.74
ACB,2018-04-26,7.84,7285702,1044.86
ACB,2018-04-27,8.18,4667596,1050.26
ACB,2018-05-02,8.11,2669126,1029.08
ACB,2018-05-03,8.4,3695726,1026.46
ACB,2018-05-04,8.42,2929704,1026.8
ACB,2018-05-07,8.88,4340830,1062.26
ACB,2018-05-08,8.76,2703990,1060.45
ACB,2018-05-09,8.57,2964394,1056.97
ACB,2018-05-10,8.18,4538604,1028.87
ACB,2018-05-11,8.49,3944111,1044.85
ACB,2018-05-14,8.55,1239598,1066.98
ACB,2018-05-15,8.59,2883487,1073.5
ACB,2018-05-16,8.3,3938151,1054.62
ACB,2018-05-17,8.28,2023797,1030.64
ACB,2018-05-18,8.26,2708148,1040.54
ACB,2018-05-21,8.15,1908680,1014.98
ACB,2018-05-22,7.93,4833825,985.91
ACB,2018-05-23,8.01,2846035,988.94
ACB,2018-05-24,7.91,1360084,985.92
ACB,2018-05-25,7.72,3370106,963.9
ACB,2018-05-28,6.99,6642188,931.75
ACB,2018-05-29,7.59,4694583,952.18
ACB,2018-05-30,7.41,3049815,948.5
ACB,2018-05-31,7.72,3560671,971.25
ACB,2018-06-01,7.82,5402896,992.87
ACB,2018-06-04,8.11,5546226,1013.78
ACB,2018-06-05,8.05,4692768,1022.74
ACB,2018-06-06,8.36,5668743,1034.5
ACB,2018-06-07,8.18,5212644,1036.69
ACB,2018-06-08,8.32,3702961,1039.01
ACB,2018-06-11,8.22,4129106,1039.02
ACB,2018-06-12,8.03,6941376,1020.76
ACB,2018-06-13,8.01,2338458,1030.53
ACB,2018-06-14,7.84,3797018,1015.72
ACB,2018-06-15,7.97,3289834,1016.51
ACB,2018-06-18,7.68,5078608,987.34
ACB,2018-06-19,7.53,8643727,962.16
ACB,2018-06-20,7.61,2915611,980.95
ACB,2018-06-21,7.37,1583386,969.4
ACB,2018-06-22,7.61,2637598,983.17
ACB,2018-06-25,7.59,2808160,990.52
ACB,2018-06-26,7.47,2232783,983.02
ACB,2018-06-27,7.24,2689583,968.91
ACB,2018-06-28,6.97,5075935,957.35
ACB,2018-06-29,6.87,3031531,960.78
ACB,2018-07-02,6.43,6858520,947.15
ACB,2018-07-03,5.98,7375018,906.01
ACB,2018-07-04,6.18,4127586,914.99
ACB,2018-07-05,5.77,4948503,899.4
ACB,2018-07-06,6.33,7854475,917.51
ACB,2018-07-09,6.37,4587386,915.12
ACB,2018-07-10,6.54,3244193,911.12
ACB,2018-07-11,6.16,7023863,893.16
ACB,2018-07-12,6.39,4150902,898.51
ACB,2018-07-13,6.6,3940996,909.72
ACB,2018-07-16,6.66,3769038,911.11
ACB,2018-07-17,6.87,5135363,921.27
ACB,2018-07-18,6.99,4359010,942.39
ACB,2018-07-19,6.83,6338767,943.97
ACB,2018-07-20,7.1,8925712,933.39
ACB,2018-07-23,6.89,4970456,936.74
ACB,2018-07-24,6.79,4390214,934.08
ACB,2018-07-25,6.56,4478560,927.58
ACB,2018-07-26,6.72,6326835,930.16
ACB,2018-07-27,6.87,4283058,935.52
ACB,2018-07-30,6.97,3446870,949.73
ACB,2018-07-31,6.91,4169999,956.39
ACB,2018-08-01,6.85,3370615,952.77
ACB,2018-08-02,6.85,4547726,953.55
ACB,2018-08-03,6.85,3765836,959.6
ACB,2018-08-06,6.79,2378607,960.23
ACB,2018-08-07,6.85,3340719,956.79
ACB,2018-08-08,7.08,6086041,966.27
ACB,2018-08-09,7.1,6024097,963.5
ACB,2018-08-10,7.2,4939666,968.47
ACB,2018-08-13,7.35,7344210,978.04
ACB,2018-08-14,7.24,3333384,978.27
ACB,2018-08-15,7.14,6050256,961.37
ACB,2018-08-16,7.1,6703679,964.28
ACB,2018-08-17,7.1,3162682,968.88
ACB,2018-08-20,7.08,3250515,969.62
ACB,2018-08-21,7.32,5164728,979.21
ACB,2018-08-22,7.3,4526943,982.15
ACB,2018-08-23,7.37,3014955,987.36
ACB,2018-08-24,7.49,7614923,987.05
ACB,2018-08-27,7.49,3180882,991.92
ACB,2018-08-28,7.51,5158953,995.19
ACB,2018-08-29,7.59,4615659,988.17
ACB,2018-08-30,7.66,4212097,998.07
ACB,2018-08-31,7.55,4286128,989.54
ACB,2018-09-04,7.34,5963473,975.94
ACB,2018-09-05,7.26,4808542,968.44
ACB,2018-09-06,7.26,3164832,958.19
ACB,2018-09-07,7.41,2485961,968.9
ACB,2018-09-10,7.28,3148899,970.34
ACB,2018-09-11,7.33,3898476,985.06
ACB,2018-09-12,7.3,2964205,987.01
ACB,2018-09-13,7.41,6398577,987.95
ACB,2018-09-14,7.48,4140257,991.34
ACB,2018-09-17,7.37,1908269,987.61
ACB,2018-09-18,7.44,2411600,993.49
ACB,2018-09-19,7.44,2798730,995.54
ACB,2018-09-20,7.5,3473652,1004.74
ACB,2018-09-21,7.64,7293427,1002.97
ACB,2018-09-24,7.61,2805624,1011.29
ACB,2018-09-25,7.55,3999558,1010.74
ACB,2018-09-26,7.53,2915363,1009.61
ACB,2018-09-27,7.53,2942652,1015.37
ACB,2018-09-28,7.57,3783478,1017.13
ACB,2018-10-01,7.48,3222310,1012.88
ACB,2018-10-02,7.39,5220366,1018.79
ACB,2018-10-03,7.44,1954922,1020.4
ACB,2018-10-04,7.55,3180913,1023.62
ACB,2018-10-05,7.46,4183777,1008.39
ACB,2018-10-08,7.48,2175364,996.12
ACB,2018-10-09,7.48,3010019,996.19
ACB,2018-10-10,7.46,2803041,993.96
ACB,2018-10-11,6.88,9392018,945.89
ACB,2018-10-12,7.1,4923922,970.08
ACB,2018-10-15,6.88,2403128,951.64
ACB,2018-10-16,6.95,1942897,963.37
ACB,2018-10-17,6.99,2292759,971.6
ACB,2018-10-18,6.88,1691619,963.47
ACB,2018-10-19,6.88,2186199,958.36
ACB,2018-10-22,6.84,1648420,953.51
ACB,2018-10-23,6.57,4059421,939.68
ACB,2018-10-24,6.5,3420367,922.73
ACB,2018-10-25,6.42,5147562,910.17
ACB,2018-10-26,6.28,2884427,900.82
ACB,2018-10-29,6.22,3999762,888.82
ACB,2018-10-30,6.33,3626018,888.69
ACB,2018-10-31,6.73,4795396,914.76
ACB,2018-11-01,6.5,2904172,907.96
ACB,2018-11-02,6.75,4366028,924.86
ACB,2018-11-05,6.7,3088300,925.53
ACB,2018-11-06,6.53,2657882,922.05
ACB,2018-11-07,6.5,2944403,922.16
ACB,2018-11-08,6.53,2607660,926.28
ACB,2018-11-09,6.37,2981239,914.29
ACB,2018-11-12,6.37,1775059,918.12
ACB,2018-11-13,6.28,2753099,905.38
ACB,2018-11-14,6.13,3291576,900.93
ACB,2018-11-15,6.1,2698586,897.15
ACB,2018-11-16,6.33,3519615,898.19
ACB,2018-11-19,6.44,2238672,916.06
ACB,2018-11-20,6.42,2168097,919.02
ACB,2018-11-21,6.42,2458849,922.56
ACB,2018-11-22,6.53,4403748,924.42
ACB,2018-11-23,6.44,2688110,917.97
ACB,2018-11-26,6.46,1633057,921.03
ACB,2018-11-27,6.39,2599848,923.12
ACB,2018-11-28,6.53,3171523,930.2
ACB,2018-11-29,6.55,3544622,926.79
ACB,2018-11-30,6.62,2971296,926.54
ACB,2018-12-03,6.95,4691062,951.59
ACB,2018-12-04,6.9,2802120,958.84
ACB,2018-12-05,6.88,3447060,957.14
ACB,2018-12-06,6.84,3345040,954.82
ACB,2018-12-07,6.79,2288776,958.59
ACB,2018-12-10,6.77,2669530,955.89
ACB,2018-12-11,6.79,2484639,954.58
ACB,2018-12-12,6.86,1157684,961.28
ACB,2018-12-13,6.81,1772531,960.25
ACB,2018-12-14,6.75,2099130,952.04
ACB,2018-12-17,6.57,2746380,933.65
ACB,2018-12-18,6.57,2694145,927.25
ACB,2018-12-19,6.57,1319853,919.24
ACB,2018-12-20,6.57,1170804,918.24
ACB,2018-12-21,6.53,1670803,912.26
ACB,2018-12-24,6.44,2237789,908.56
ACB,2018-12-25,6.39,4310235,897.94
ACB,2018-12-26,6.37,1518665,891.75
ACB,2018-12-27,6.53,2409678,900.81
ACB,2018-12-28,6.57,2193351,892.54
ACB,2019-01-02,6.48,1103106,891.75
ACB,2019-01-03,6.24,1956382,878.22
ACB,2019-01-04,6.28,2771983,880.9
ACB,2019-01-07,6.37,1305819,889.64
ACB,2019-01-08,6.33,846226,887.44
ACB,2019-01-09,6.44,2196358,896.99
ACB,2019-01-10,6.42,1378687,898.3
ACB,2019-01-11,6.42,1250077,902.71
ACB,2019-01-14,6.37,937155,901.8
ACB,2019-01-15,6.46,901146,909.68
ACB,2019-01-16,6.39,509354,908.7
ACB,2019-01-17,6.42,737519,901.89
ACB,2019-01-18,6.35,1412966,902.3
ACB,2019-01-21,6.55,2079830,911.05
ACB,2019-01-22,6.46,1845725,906.55
ACB,2019-01-23,6.46,1160094,908.18
ACB,2019-01-24,6.48,1743450,908.79
ACB,2019-01-25,6.48,836534,908.88
ACB,2019-01-28,6.42,997088,912.18
ACB,2019-01-29,6.44,1091518,915.93
ACB,2019-01-30,6.5,1565464,915.84
ACB,2019-01-31,6.53,1674668,910.65
ACB,2019-02-01,6.55,781100,908.67
ACB,2019-02-11,6.7,1713857,926.1
ACB,2019-02-12,6.77,2059630,937.54
ACB,2019-02-13,6.77,2093177,945.25
ACB,2019-02-14,6.68,1357835,952.34
ACB,2019-02-15,6.7,2176902,950.89
ACB,2019-02-18,6.75,1908779,961.3
ACB,2019-02-19,6.73,2754758,964.35
ACB,2019-02-20,6.75,1693486,970.58
ACB,2019-02-21,6.68,2970459,987.57
ACB,2019-02-22,6.77,3974330,988.91
ACB,2019-02-25,6.88,3874034,994.43
ACB,2019-02-26,6.84,2277127,987.06
ACB,2019-02-27,6.79,1544839,990.27
ACB,2019-02-28,6.59,3793504,965.47
ACB,2019-03-01,6.66,1478830,979.63
ACB,2019-03-04,6.75,3120806,993.99
ACB,2019-03-05,6.73,2465893,992.45
ACB,2019-03-06,6.73,1178516,994.49
ACB,2019-03-07,6.77,3301746,994.03
ACB,2019-03-08,6.73,1416810,985.25
ACB,2019-03-11,6.75,1032198,984.6
ACB,2019-03-12,6.86,2504257,1001.32
ACB,2019-03-13,6.97,5473410,1005.41
ACB,2019-03-14,6.99,2333220,1008.44
ACB,2019-03-15,7.04,2649931,1004.12
ACB,2019-03-18,7.08,3739699,1011.86
ACB,2019-03-19,6.95,2828856,1006.59
ACB,2019-03-20,6.88,3143264,1002.3
ACB,2019-03-21,6.75,2939770,981.78
ACB,2019-03-22,6.77,1819172,988.71
ACB,2019-03-25,6.68,2275202,970.07
ACB,2019-03-26,6.73,1540206,969.79
ACB,2019-03-27,6.75,856984,975.91
ACB,2019-03-28,6.73,1366727,982.98
ACB,2019-03-29,6.73,1915257,980.76
ACB,2019-04-01,6.73,751744,988.53
ACB,2019-04-02,6.73,1184570,985.81
ACB,2019-04-03,6.68,1394796,984.46
ACB,2019-04-04,6.7,1091143,986.91
ACB,2019-04-05,6.7,767879,989.26
ACB,2019-04-08,6.84,2224599,997.56
ACB,2019-04-09,6.77,1801683,988.48
ACB,2019-04-10,6.7,868574,981.91
ACB,2019-04-11,6.73,905666,985.95
ACB,2019-04-12,6.7,1051329,982.9
ACB,2019-04-16,6.66,1328836,977.17
ACB,2019-04-17,6.64,688254,972.1
ACB,2019-04-18,6.59,1019057,962.3
ACB,2019-04-19,6.57,599302,966.21
ACB,2019-04-22,6.5,1362678,965.86
ACB,2019-04-23,6.57,1651748,968.0
ACB,2019-04-24,6.68,1062284,976.92
ACB,2019-04-25,6.66,745480,974.13
ACB,2019-04-26,6.68,1123078,979.64
ACB,2019-05-02,6.59,1134878,978.5
ACB,2019-05-03,6.66,1115126,974.14
ACB,2019-05-06,6.53,1381176,957.97
ACB,2019-05-07,6.55,869471,957.56
ACB,2019-05-08,6.55,1019991,951.22
ACB,2019-05-09,6.46,603773,947.01
ACB,2019-05-10,6.5,646916,952.55
ACB,2019-05-13,6.48,913337,958.54
ACB,2019-05-14,6.46,1601854,965.34
ACB,2019-05-15,6.55,1290890,975.64
ACB,2019-05-16,6.5,1467241,975.69
ACB,2019-05-17,6.48,852070,976.48
ACB,2019-05-20,6.5,675438,987.13
ACB,2019-05-21,6.53,1385291,986.29
ACB,2019-05-22,6.57,1274690,983.78
ACB,2019-05-23,6.55,630966,982.71
ACB,2019-05-24,6.48,891367,970.03
ACB,2019-05-27,6.44,911886,975.14
ACB,2019-05-28,6.42,941132,972.0
ACB,2019-05-29,6.48,1083726,971.54
ACB,2019-05-30,6.46,725399,969.34
ACB,2019-05-31,6.44,1025615,959.88
ACB,2019-06-03,6.37,1150302,946.47
ACB,2019-06-04,6.35,870018,951.16
ACB,2019-06-05,6.42,1056785,951.41
ACB,2019-06-06,6.33,912088,948.21
ACB,2019-06-07,6.37,282088,958.28
ACB,2019-06-10,6.35,463155,962.9
ACB,2019-06-11,6.35,563995,962.07
ACB,2019-06-12,6.33,557708,954.17
